machine_id,timestamp,temperature,vibration,error_code
M001,2024-09-09 17:32:27,72.41523168314647,0.5616042184371918,0
M001,2024-09-09 18:32:27,73.41232014958054,0.4346907146752368,0
M001,2024-09-09 19:32:27,71.47827570149876,0.49385889281061884,0
M001,2024-09-09 20:32:27,71.05439677281981,0.47917564986382494,0
M001,2024-09-09 21:32:27,72.4838268824279,0.39299578069952534,0
M001,2024-09-09 22:32:27,75.82768851994051,0.4218949708216353,0
M001,2024-09-09 23:32:27,69.89226194045378,0.4380583875076966,0
M001,2024-09-10 00:32:27,72.30725094268185,0.4049926378427297,0
M001,2024-09-10 01:32:27,71.12126067314371,0.41993446891888403,0
M001,2024-09-10 02:32:27,72.85596918761188,0.5390997149561106,0
M001,2024-09-10 03:32:27,71.92900964300155,0.3936275643759827,0
M001,2024-09-10 04:32:27,70.32520423662368,0.47322507292661475,0
M001,2024-09-10 05:32:27,70.54116184156707,0.46979679043983047,0
M001,2024-09-10 06:32:27,71.79348355752549,0.3539909059246938,0
M001,2024-09-10 07:32:27,72.37097292002267,0.4726000124811902,0
M001,2024-09-10 08:32:27,72.12256458124732,0.4229071116546187,0
M001,2024-09-10 09:32:27,73.77076750602374,0.36510520433129756,0
M001,2024-09-10 10:32:27,73.77774158086909,0.47620816466487564,0
M001,2024-09-10 11:32:27,72.38948065267842,0.48284825810876664,0
M001,2024-09-10 12:32:27,71.50002009685775,0.4490187045546265,0
M001,2024-09-10 13:32:27,73.4101640708839,0.48397329311607495,0
M001,2024-09-10 14:32:27,73.75031184463603,0.43940335765753713,0
M001,2024-09-10 15:32:27,73.72336765764878,0.45825086799678916,0
M001,2024-09-10 16:32:27,74.80798251965064,0.45463328277902754,0
M001,2024-09-10 17:32:27,74.0288671923855,0.4591438679896755,0
M001,2024-09-10 18:32:27,70.6378077890563,0.5288935531031798,0
M001,2024-09-10 19:32:27,70.71923024230748,0.38466139733431165,0
M001,2024-09-10 20:32:27,80.2814917500443,0.5854248928277036,0
M001,2024-09-10 21:32:27,70.88085176748926,0.4892824269258862,0
M001,2024-09-10 22:32:27,68.86974324602656,0.38734292853170776,0
M001,2024-09-10 23:32:27,71.52393785307655,0.45920074536994165,0
M001,2024-09-11 00:32:27,76.44110305713349,0.4307224262273061,0
M001,2024-09-11 01:32:27,73.03653680096217,0.4459698106018236,0
M001,2024-09-11 02:32:27,70.1420219825922,0.46519386100858184,0
M001,2024-09-11 03:32:27,70.09653995738846,0.3775159665632444,0
M001,2024-09-11 04:32:27,72.830279117109,0.5166589899648661,0
M001,2024-09-11 05:32:27,73.73755084819754,0.454716010616699,0
M001,2024-09-11 06:32:27,71.50941397900672,0.4948664438186254,0
M001,2024-09-11 07:32:27,72.99715221304919,0.4334477420031786,0
M001,2024-09-11 08:32:27,71.62190572177937,0.4830989171715257,0
M001,2024-09-11 09:32:27,66.3052461984843,0.4864643947197025,0
M001,2024-09-11 10:32:27,72.25529691638913,0.43569859801803557,0
M001,2024-09-11 11:32:27,71.58114034542989,0.45984317088543575,0
M001,2024-09-11 12:32:27,71.43016400997205,0.31991491165155994,0
M001,2024-09-11 13:32:27,70.36705234669844,0.4408690767639144,0
M001,2024-09-11 14:32:27,71.52565941934898,0.5208324509076663,0
M001,2024-09-11 15:32:27,74.66021475225617,0.39394037550250294,0
M001,2024-09-11 16:32:27,73.03728482531314,0.4643484887287434,0
M001,2024-09-11 17:32:27,74.0767631463378,0.46222917525246393,0
M001,2024-09-11 18:32:27,69.78134356642755,0.45480523204421247,0
M001,2024-09-11 19:32:27,72.03189092648054,0.42746587230860517,0
M001,2024-09-11 20:32:27,70.32212943741017,0.45707977940965,0
M001,2024-09-11 21:32:27,68.94976307121551,0.3967926427873757,0
M001,2024-09-11 22:32:27,73.62624108005087,0.5937038248211732,0
M001,2024-09-11 23:32:27,73.66126424061255,0.45020038483376645,0
M001,2024-09-12 00:32:27,75.27962199042206,0.4845338971614157,0
M001,2024-09-12 01:32:27,73.18938399797341,0.4756592040969388,0
M001,2024-09-12 02:32:27,75.43614741496594,0.5080093138222355,0
M001,2024-09-12 03:32:27,69.93235397498836,0.5171069874437841,0
M001,2024-09-12 04:32:27,75.27866990745433,0.4725780514519821,0
M001,2024-09-12 05:32:27,70.42081881658548,0.5031166783893899,0
M001,2024-09-12 06:32:27,72.21780296354011,0.3978202010727816,0
M001,2024-09-12 07:32:27,71.24100196489607,0.3939380844399084,0
M001,2024-09-12 08:32:27,74.82445738744379,0.4740004579921685,0
M001,2024-09-12 09:32:27,74.69689502120288,0.49267068106496315,0
M001,2024-09-12 10:32:27,73.71496535198219,0.44591450435523483,0
M001,2024-09-12 11:32:27,73.80685778522539,0.4327840572382506,0
M001,2024-09-12 12:32:27,71.09180158225786,0.509979421850721,0
M001,2024-09-12 13:32:27,75.68223917853429,0.4136352384948187,0
M001,2024-09-12 14:32:27,73.28727593066746,0.40586480204306724,0
M001,2024-09-12 15:32:27,70.51317865259739,0.41007120525174257,0
M001,2024-09-12 16:32:27,73.38595586375672,0.5609121612974718,0
M001,2024-09-12 17:32:27,73.48086194209752,0.42964241960157856,0
M001,2024-09-12 18:32:27,70.53804671977122,0.47625798475534503,0
M001,2024-09-12 19:32:27,71.53265158007912,0.46536439714187766,0
M001,2024-09-12 20:32:27,73.40966444269189,0.4385840458435554,0
M001,2024-09-12 21:32:27,74.3462444025809,0.5544687070936938,0
M001,2024-09-12 22:32:27,73.6414175113236,0.43558607950643724,0
M001,2024-09-12 23:32:27,79.44926578268772,0.3662573308658793,0
M001,2024-09-13 00:32:27,74.39687163262157,0.5290734982188566,0
M001,2024-09-13 01:32:27,73.67932943127047,0.5372203191842833,0
M001,2024-09-13 02:32:27,74.67487503599277,0.3259345556914821,0
M001,2024-09-13 03:32:27,71.06051852960468,0.3494634858710014,0
M001,2024-09-13 04:32:27,73.56510359510334,0.42794537953311435,0
M001,2024-09-13 05:32:27,71.71082408578738,0.4672092566423243,0
M001,2024-09-13 06:32:27,70.01619199939897,0.44562088722001575,0
M001,2024-09-13 07:32:27,73.18717058319163,0.43961107115199827,0
M001,2024-09-13 08:32:27,71.61032752803936,0.5633803632102848,0
M001,2024-09-13 09:32:27,68.87743932295724,0.40712329571413763,0
M001,2024-09-13 10:32:27,74.98521738794904,0.3789208756673386,0
M001,2024-09-13 11:32:27,72.8261278082713,0.46012981619233506,0
M001,2024-09-13 12:32:27,74.55648020486161,0.4622320254789069,0
M001,2024-09-13 13:32:27,70.22866482087525,0.4817895260544871,0
M001,2024-09-13 14:32:27,74.8268565606126,0.39438760487788777,0
M001,2024-09-13 15:32:27,68.1696776840297,0.4623721901801565,0
M001,2024-09-13 16:32:27,70.41775141714426,0.35228390258606507,0
M001,2024-09-13 17:32:27,73.73256489314153,0.5234744271490798,0
M001,2024-09-13 18:32:27,71.57836559238893,0.47687232024608117,0
M001,2024-09-13 19:32:27,74.60882301937816,0.4229495462128092,0
M001,2024-09-13 20:32:27,70.3719822278276,0.3723568193185795,0
M001,2024-09-13 21:32:27,72.65534040081829,0.44070080059886513,0
M001,2024-09-13 22:32:27,72.41813696733753,0.5202256022126839,0
M001,2024-09-13 23:32:27,70.44699917507484,0.3749994667997278,0
M001,2024-09-14 00:32:27,73.45508820330231,0.4077957867278461,0
M001,2024-09-14 01:32:27,71.32537698326034,0.35619885678105034,0
M001,2024-09-14 02:32:27,74.1960394421949,0.4787027577261096,0
M001,2024-09-14 03:32:27,71.90563562396558,0.3595342714913942,0
M001,2024-09-14 04:32:27,72.13336442871707,0.4963972042510738,0
M001,2024-09-14 05:32:27,77.00124086219856,0.3774244456624423,0
M001,2024-09-14 06:32:27,73.59169744119941,0.45236385990355626,0
M001,2024-09-14 07:32:27,71.24793050252211,0.514453945276133,0
M001,2024-09-14 08:32:27,74.79660803896645,0.49022219940258627,0
M001,2024-09-14 09:32:27,71.16359287121718,0.5072033969541071,0
M001,2024-09-14 10:32:27,70.59999727116244,0.32150868059999393,0
M001,2024-09-14 11:32:27,72.77488389395928,0.41445095299112344,0
M001,2024-09-14 12:32:27,74.71456252295017,0.38056990718514955,0
M001,2024-09-14 13:32:27,72.42750855745047,0.4170447179780657,0
M001,2024-09-14 14:32:27,74.52392879895564,0.4533913912441197,0
M001,2024-09-14 15:32:27,73.17835363969854,0.4209417070733697,0
M001,2024-09-14 16:32:27,70.59904401623625,0.3646575632180617,0
M001,2024-09-14 17:32:27,74.24687324135009,0.4732720951821173,0
M001,2024-09-14 18:32:27,71.88447745071458,0.46837701525640074,0
M001,2024-09-14 19:32:27,73.99473057912175,0.4420294732416922,0
M001,2024-09-14 20:32:27,73.59608746336168,0.411444509448065,0
M001,2024-09-14 21:32:27,72.61309964449471,0.31901392457322497,0
M001,2024-09-14 22:32:27,73.16889156123648,0.3775202157552777,0
M001,2024-09-14 23:32:27,72.73573955325917,0.47251168663529053,0
M001,2024-09-15 00:32:27,72.61422713953631,0.49202087674807277,0
M001,2024-09-15 01:32:27,71.9924440298323,0.5995577302740924,0
M001,2024-09-15 02:32:27,70.37886383764486,0.484074712799815,0
M001,2024-09-15 03:32:27,69.41907489461799,0.42850469804575253,0
M001,2024-09-15 04:32:27,74.0044678365511,0.4646459517183591,0
